Brand,Product Name,Product Type,Review Body,Review Date,Review Stars,Review Title,URL,User ID
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,"I've used this eyeliner for a few weeks now, and I honestly love it. it was a bit difficult to use at first since I'm used to brush tip liners but I honestly love it. It doesnt budge unless you want it to! however, I wish it came in a matte black bc the satin isn't my most favourite thing.",27 07 2018,4 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-3.00E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,the triangle shaped packaging felt easier to hold and this eyeliner was difficult to take off with my makeup remover! i swatched on my hand as well and it would not budge after washing multiple times with hand soap. the tip is also super precise so you need a light hand when drawing. it didn’t smudge on me and stayed on the entire day with eyeshadow primer and setting spray,27 07 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-2.67E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,Absolutely Beautiful!,27 07 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s1880079+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Out Of The Blue 53",https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,1.51E+18
Dior,Diorshow Waterproof Mascara,Mascara,Being Asian I have short and skinny lashes. Using the Dior show truly lengthens and creates a thicker lash. And it doesn't flake. It's absolutlely worth every penny! I love it!!,27 08 2009,5 stars,The best macara for the money!,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,5.72E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"i live in south texas it usually 100 degrees daily and i needed an eyeliner that didnt smear while out on photo shoots
THIS IS THE ONE! awesome, easy to apply, and last for hrs!

ex: wake up @ 6 am go out at night say up until 7 am & its still perfect with out any touch ups since the initial appliance!!",27 08 2009,5 stars,LEGIT!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-7.66E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"When I sampled this on my hand in the store I could hardly rub it off. I liked that the tip is a brush, not felt tip. I thought this would be great as an eyeliner. Not the case. It caked up if you tried to apply more after some of it had dried. It did not stay on as well as I had hoped either. Just a disapointment all around and returned it.",27 08 2011,3 stars,Disappointed,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-1.80E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"This is thee best eye primer on the market. I live in Atlanta, GA where it is very humid during the spring and summer, I have oily skin and I'm physically active. This primer keeps my shadows on and keeps it looking like I just applied it. It won't budge until I use makeup remover. Great product!!",27 08 2012,5 stars,"Love, Love, Love",https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-6.46E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I've never used anything like this . this glides on, no pulling, like magic. I'm 54 and have perfect eyeliner. Most products are a reinvention of something else, not this eyeliner. Anyone can use and have perfection. I even tried a little cat tail, amazing, no bleeding.",27 08 2013,5 stars,Amazing,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-2.44E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"Marc Jacobs' new liner is so easy to use. It is so creamy and smooth, but applies with pencil precision. Love it.

Got a chance to see Marc Jacobs at the debut of his Beauty line at Sephora Soho in NYC. WHAT A THRILL!",27 08 2013,5 stars,Loving the Liner,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,8.03E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"I have repurchased this twice now along with the Born this Way foundation and I am honestly afraid to try anything else because it works so well!! My face is loving the two faced products lately, my skin's never been so clear and fresh looking!!",27 08 2016,5 stars,LOVE!!,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-2.05E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"This is honestly the best eyeliner ever. Seriously you wont regret it, super affordable, it doesn't run and lasts HOURS! Not only does it stay on but it lasted me an entire year and I just replaced it a few weeks ago. Amazing product!!",27 08 2016,5 stars,Love Love Love!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-3.21E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Godsend!,27 08 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,5.64E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,100% Krav Maga proof,27 08 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,6.09E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,"not longwearing at all, transfers to eyelids and smudges under my eyes, goodluck if you have allergies or sensitive eyes because your eyes will water and the liner comes off.",27 08 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,4.44E+17
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Best Liner Ever,27 08 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,4.46E+17
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,I really liked the eyeliner except that it transferred to my top eyelid multiple times throughout the day.,27 08 2018,4 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-4.03E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,not the best eyeliner don’t buy,27 08 2018,2 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,4.12E+18
Dior,Diorshow Waterproof Mascara,Mascara,,27 09 2008,1 star,"I think it comes down to what kind of lashes you have. My friends with short lashes absolutely swear by this mascara. But I have really long lashes and just swear at the mascara. It clumps regularly and leaves my lashes stiff. What bothers me even more than that, though, is that it dries out so quickly.",https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,4.76E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,,27 09 2014,5 stars,"I've always been hesitant with liquid eyeliners as my eye area tends to be sweaty and I feel that towards the end of the day, its either smudged or gone. After recieving this as a recommendation from someone who worked at sephora (SQ1 location) I am hooked. It really does live up to its name ""all day stay"". All though it comes to a point that I have to buy a waterproof eye make up remover as it *really* stays, I'd rather have that! It also last me enough that I only buy 2-3 a year. Definitely worth it and have been recommending it to whoever would ask.",https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,4.46E+17
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,Love the product. Got it as a 100-point reward and fell in love with it. Very easy to apply. Great quality! Stay put the whole day. The glitters make my eyes shine and bright. The only shortcoming is that the glitters are hard to remove. Need to apply makeup remover several times to get rid with all of it.,27 09 2014,5 stars,Love it!!,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,4.50E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,I have tried multiple eyeliners ranging from drugstore to $40 a piece. This is the best one. It does not smudge and it is easy to apply. The black looks black and not grey or faded. Wonderful purchase.,27 09 2016,5 stars,Best eyeliner ever,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,8.54E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,"This eyeliner is everything I wanted. Easy to use, long-lasting, and easy to remove with eye makeup remover. Can draw the perfect dramatic cat-eye or just a thin line. Also lasts as a water liner. I'm not sure if I'll repurchase every time I run out because of price point, but would buy again.",27 09 2018,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,8.52E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,not good for oily skin,27 09 2018,1 star,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,7.56E+18
